"nm0000001","Fred Astaire"
"nm0002708","Todd Busch"
"nm0002709","Richard Clabaugh"
"nm0002711","Michael Doherty"
"nm0002712","Bas Dumoulin"
"nm0002713","Alan Farquharson"
"nm0002714","Christopher Fink"
"nm0002715","Arthur Flam"
"nm0002716","Charles Gibson"
"nm0002717","Robert C. Jones"
"nm0002718","Brian Koppelman"
"nm0002724","Herbert Wright"
"nm0002725","Eric Yellin"
"nm0002726","Roger Young"
"nm0002727","Ludwig van Beethoven"
"nm0002728","Juan José Campanella"
"nm0002730","Fiona Winning"
"nm0002731","Kenna Doeringer"
"nm0002733","Marc Grossman"
"nm0002735","Robert J. Lyons"
"nm0002736","D.A. Metrov"
"nm0002738","Cliff Lanning"
"nm0002739","Daniel Geller"
"nm0002740","Ben Eberhard"
"nm0002743","Daniel McVicar"
"nm0002744","Chris Baugh"
"nm0002745","Rolf Coulanges"
"nm0002746","Terra Abroms"
"nm0002747","Mark Sanger"
"nm0002749","Michael Nankin"
"nm0002750","Robert Cousins"
"nm0002752","Tim Clague"
"nm0002753","Elvira Bolz"
"nm0002754","Steven Tyler Sahlein"
"nm0002758","Jean-Claude Schlim"
"nm0002759","Ernesto Gastaldi"
"nm0002763","James S. Fowler"
"nm0002764","Tina Pehme"
"nm0002765","Alan Williams"
"nm0002766","Larry Lalonde"
"nm0002767","Larry Lalonde"
"nm0002768","Blanche Friderici"
"nm0002769","Romy Schneider"
"nm0002771","Edward J. Montagne"
"nm0002772","Jay Jennings"
"nm0002773","Norma Maldonado"
"nm0002774","Ken Lauber"
"nm0002775","Brendan Kailer Lieb"
"nm0002776","Johnny Hallyday"
"nm0002784","Frank Simeone"
"nm0002786","Mia Korf"
"nm0002787","Steve Cohen"
"nm0002789","Matt Mayer"
"nm0002792","Doug Hobart"
"nm0002793","Antony Thomas"
"nm0002796","Ofer Inov"
"nm0002797","Ricardo Franco"
"nm0002799","Laurie Murdoch"
"nm0002800","Scott Levy"
"nm0002801","Ashley Edner"
"nm0002802","Nicolas Lartigue"
"nm0002804","Joyce Marie Brusasco"
"nm0002807","Ogi Ogas"
"nm0002808","Andrea Maxwell"
"nm0002809","Brian Capener"
"nm0002810","Bobby Edner"
"nm0002813","Amanda White"
"nm0002814","Christopher Leone"
"nm0002815","Pedro Lazaga"
"nm0002816","Miguel Ligero"
"nm0002817","Soledad Miranda"
"nm0002819","Jeffrey R. Gund"
"nm0002821","R. Orlando Duenas"
"nm0002822","Mark Hosack"
"nm0002823","J.P. Luijsterburg"
"nm0002828","Mark Sanders"
"nm0002831","John 'J.T.' Tully"
"nm0002834","Brandon L. Wilson"
"nm0002835","Adam Bernstein"
"nm0002837","Stefan Brönneke"
"nm0002840","Reuben Gonzalez"
"nm0002841","Jamie Kirkpatrick"
"nm0002843","Steve Rosenzweig"
"nm0002844","Donna Wheeler"
"nm0002845","Amy Segal"
"nm0002847","Sean-Michael Smith"
"nm0002848","Stephan Brenninkmeijer"
"nm0002850","Rick Giovinazzo"
"nm0002852","Bernhard Lebourne"
"nm0002854","Jens Schlosser"
"nm0002855","Neil Delama"
"nm0002856","Ken Tipton"
"nm0002857","Michael Kearns"
"nm0002860","Yves Agostini"
"nm0002861","William T. Orr"
"nm0002862","Ernst Winar"
"nm0002864","Michael Markowitz"
"nm0002870","Pierre Courrège"
"nm0002871","Beatrice Ring"
"nm0002872","Kelsa Kinsly"
"nm0002874","Jennifer Giles"
"nm0002875","Freddie Young"
"nm0002877","José Retra"
"nm0002878","Ric Sarabia"
"nm0002882","Charles Libin"
"nm0002883","Brad Arensman"
"nm0002884","Andrea V. Rossotto"
"nm0002886","Robert J. Walsh"
"nm0002887","Alan Myerson"
"nm0002888","Stephen Blackehart"
"nm0002890","Walter Halsey Davis"
"nm0002892","Wally Pfister"
"nm0002893","Linda Shayne"
"nm0002896","Ann E. Todd"
"nm0002897","Ann Todd"
"nm0002901","Muse Watson"
"nm0002902","Andy Thompson"
"nm0002907","Alexander Skarsgård"
"nm0002908","Kelly Granite"
"nm0002909","Rachela Williams"
"nm0002910","Gianni Lepre"
"nm0002911","Jay Holben"
"nm0002912","Michael K. Bucher"
"nm0002913","Chris Jaymes"
"nm0002914","Jarrell Jay Knowles"
"nm0002915","Erwin Hillier"
"nm0002916","Ray Brady"
"nm0002918","Richard Ferrando"
"nm0002920","Mike Hansel"
"nm0002921","Tiffany Hillkurtz"
"nm0002922","Stephen Mark"
"nm0002923","Ezekiel Norton"
"nm0002925","Isaac Sehayek"
"nm0002926","Enrique Chediak"
"nm0002927","Michael Hofstein"
"nm0002928","Igor Sunara"
"nm0002929","Mitch Levine"
"nm0002930","Julie St. Claire"
"nm0002932","Greg Walker"
"nm0002933","Brian Berkenfeld"
"nm0002934","Normand Corbeil"
"nm0002935","Moe Howard"
"nm0002936","Kristina Anapau"
"nm0002937","Adam McCulloch"
"nm0002938","Jane Tattersall"
"nm0002939","Mustafa Presheva"
"nm0002941","Kevin Loader"
"nm0002944","Michael Boisvert"
"nm0002946","Jeff Kushner"
"nm0002947","Toby Oliver"
"nm0002948","Costas Ferris"
"nm0002950","Robert J. Burke Jr."
"nm0002951","Alyce Wittenstein"
"nm0002952","Rupert Lazarus"
"nm0002953","Judith Vogelsang"
"nm0002954","Kellie Ann Benz"
"nm0002955","Joseph Melskens"
"nm0002956","Barry Gibb"
"nm0002957","Nadeem Saifi"
"nm0002959","Stephen Maynard"
"nm0002960","Julio Iglesias"
"nm0002962","Alex Corven"
"nm0002964","John Covert"
"nm0002965","Curran G. Engel"
"nm0002966","Jonathan Figg"
"nm0002967","Flip Filippelli"
"nm0002968","Derubín Jácome"
"nm0002969","Dina Lipton"
"nm0002970","Ray Melendez"
"nm0002971","Ángel Mena"
"nm0002973","Lev L. Spiro"
"nm0002974","Clay Walker"
"nm0002975","Evi Quaid"
"nm0002976","Kevin Mukherji"
"nm0002978","Florian Gärtner"
"nm0002980","Shirley Walker"
"nm0002982","Victoria Arch"
"nm0002983","Stephen Peters"
"nm0002984","Richard Hissong"
"nm0002986","Howard Young"
"nm0002988","Mark Lambert Bristol"
"nm0002989","Andrew Stevens"
"nm0002990","Dianah Wynter"
"nm0002992","Jeff Economy"
"nm0002993","Aleksandr Lokshin"
"nm0002994","Kevin McCarthy"
"nm0002996","Shawn K. Clement"
"nm0002998","Kenneth Hughes"
"nm0002999","Richard S. Wright"
"nm0003000","Alon Bar"
"nm0003001","Shelly Lyons"
"nm0003002","Sergei Karnet"
"nm0003003","Ron Gilbert"
"nm0003005","Gary Lionelli"
"nm0003006","Anita Finlay"
"nm0003007","Velimir Kovacic"
"nm0003009","Keith Clark"
"nm0003010","Gary Tuck"
"nm0003011","Dariusz Wolski"
"nm0003012","Michael Creighton Rogers"
"nm0003015","Shannon Denton"
"nm0003016","John Gilbert"
"nm0003017","Lori Elberg"
"nm0003021","Chris McKay"
"nm0003023","Jesse Ray Boehm"
"nm0003024","Roberto Cimatti"
"nm0003027","Néstor Sanz"
"nm0003028","Rodrigo Botero"
"nm0003029","Isabelle Broué"
"nm0003030","Rosa Maria Sardà"
"nm0003031","Caroline Thompson"
"nm0003032","Bob Ducsay"
"nm0003034","John Stewart"
"nm0003039","Alan Ari Lazar"
"nm0003042","Karl Heinz Knippenberg"
"nm0003043","Alexander Gradet"
"nm0003044","Michael Jordan"
"nm0003045","Brian Ash"
"nm0003046","Andrew Parke"
"nm0003048","Suze Randall"
"nm0003049","Peter Thomas"
"nm0003050","Gerhard Schedel"
"nm0003051","Richard E. Doherty"
"nm0003057","Keith Putnam"
"nm0003059","Joe Zimmerman"
"nm0003060","Mason Alan Dinehart"
"nm0003062","Alan Dinehart"
"nm0003063","David Tarleton"
"nm0003067","Sebastian Roché"
"nm0003068","Ron Rapiel"
"nm0003069","James DuMont"
"nm0003072","Byron A. Martin"
"nm0003073","Arno"
"nm0003075","Casey Brown"
"nm0003076","Peter Weyrauch"
"nm0003077","Jess Bowers"
"nm0003078","Roger Cross"
"nm0003080","Rachel Talalay"
"nm0003081","Doug Metzger"
"nm0003082","Bailey Chase"
"nm0003083","Richard Potter"
"nm0003084","Gregor Narholz"
"nm0003085","Alan Roberts"
"nm0003088","Chris Noonan"
"nm0003089","Carlos Ebert"
"nm0003090","Graham Shirley"
"nm0003094","Martin Faltýn"
"nm0003095","Michael Yaroshevsky"
"nm0003096","Jennifer Harris"
"nm0003097","Jonathan Price"
"nm0003098","Susanne Schiebler"
"nm0003099","Jan Richter-Friis"
"nm0003100","Guy Bodart"
"nm0003101","Tom Brown"
"nm0003102","Job ter Burg"
"nm0003103","Nicolas Debot"
"nm0003104","Fabian"
"nm0003108","B. Scott O'Malley"
"nm0003109","Edward Peghin"
"nm0003110","Cesar Romero"
"nm0003112","Roy Unger"
"nm0003113","Derth Adams"
"nm0003115","Christine Lakin"
"nm0003116","Anthony C. Ferrante"
"nm0003117","Ken Wheat"
"nm0003119","Steve Cubine"
"nm0003121","David Quinn"
"nm0003122","Doyle Smith"
"nm0003123","Dolores del Rio"
"nm0003124","Pedro de Cordoba"
"nm0003128","David Jablin"
"nm0003129","John J. Condne III"
"nm0003130","Bernie Abramson"
"nm0003131","Jon Kroll"
"nm0003132","Andre Morgan"
"nm0003133","Jean-Christophe Bouvet"
"nm0003134","Gregory Poppen"
"nm0003135","Victoria Barkoff"
"nm0003136","Matthew Williams"
"nm0003138","Nicholas Josef von Sternberg"
"nm0003139","Ingo Frenzel"
"nm0003140","David Klein"
"nm0003141","Alan Bennett"
"nm0003142","Peter Menne"
"nm0003144","Walter Coblenz"
"nm0003146","Adam Bernardi"
"nm0003147","Andrew Deskin"
"nm0003148","Amy E. Duddleston"
"nm0003150","Michael Katleman"
"nm0003151","Melissa Kent"
"nm0003152","Sean McGinly"
"nm0003154","Juan Carlos Negrete"
"nm0003155","J. Robinson Wheeler"
"nm0003158","Joseph Tartaglia"
"nm0003159","Luciano Fineschi"
"nm0003160","Christopher McQuarrie"
"nm0003161","Sara Jean Barrett"
"nm0003164","John Brownlow"
"nm0003165","Corrado Farina"
"nm0003166","Kevin Williams"
"nm0003167","Jace Alexander"
"nm0003169","Jordan Foster"
"nm0003170","Georg Haentzschel"
"nm0003171","Peter Wunstorf"
"nm0003172","Arron Wayne Cull"
"nm0003176","Michel Parry"
"nm0003179","Jon Kull"
"nm0003180","David S. Cass Sr."
"nm0003182","Athena Massey"
"nm0003185","Eric Kaye"
"nm0003186","Jordan Alan"
"nm0003188","Natasha Gjurokovic"
"nm0003191","Danny Rafic"
"nm0003193","Harry Davenport"
"nm0003195","John Rogers"
"nm0003196","Ueli Christen"
"nm0003198","Jerome Bixby"
"nm0003199","Leon Fromkess"
"nm0003200","Andrea King"
"nm0003201","Tim Sullivan"
"nm0003202","David G. Russell"
"nm0003203","Mel Welles"
"nm0003204","Ernst Ritter von Theumer"
"nm0003205","Steve Gainer"
"nm0003206","Clay Westervelt"
"nm0003208","Alessandro Jacchia"
"nm0003209","Martin Kunert"
"nm0003210","C. Ernst Harth"
"nm0003211","Joe Hackett"
"nm0003213","Stephen Lighthill"
"nm0003215","Warren Yeager"
"nm0003218","Alain Robillard"
"nm0003221","Georg Söring"
"nm0003222","Cheryl Anderson"
"nm0003224","Stanley Andrews"
"nm0003225","Ed Begley"
"nm0003226","Kenji Mizoguchi"
"nm0003227","Vicente Sempere"
"nm0003229","Roger Cardinal"
"nm0003230","Edward R. Abroms"
"nm0003231","Larry Bock"
"nm0003232","Michael S. Bolton"
"nm0003233","Jaymes Hinkle"
"nm0003237","Kate Sanford"
"nm0003238","Amy Beth Silver"
"nm0003239","Edgar Soberón Torchia"
"nm0003241","Heli Finkenzeller"
"nm0003242","Jacqueline L'Eveque"
"nm0003244","Jordi Mollà"
"nm0003245","Sterling Wolfe"
"nm0003246","Lisa Cangelosi"
"nm0003247","Sherry Greenberg"
"nm0003248","Fritz Rasp"
"nm0003249","Kristofor Brown"
"nm0003250","Michael Bard Bayer"
"nm0003251","Steven P. Saeta"
"nm0003253","Alexandra Hoesdorff"
"nm0003255","Chris Perry"
"nm0003258","Mireille de Tissot"
"nm0003259","Nils Post"
"nm0003260","Sean Cooney"
"nm0003261","Johnny Kim"
"nm0003262","Giovanni Robbiano"
"nm0003263","James Bolt"
"nm0003264","Blake B. Jackson"
"nm0003265","Sergio Myers"
"nm0003266","David Legault"
"nm0003267","Oskar Sima"
"nm0003271","Rodney Washington"
"nm0003274","Philip Schulz-Deyle"
"nm0003275","Mark L. Rosen"
"nm0003276","Ron Ofer"
"nm0003277","Joseph Crehan"
"nm0003280","Bert Grund"
"nm0003281","Richard Horowitz"
"nm0003282","Antonio Adamo"
"nm0003283","Christopher Webb Young"
"nm0003284","Jim Fleigner"
"nm0003286","Taylor St. Clair"
"nm0003288","Ernesto McCausland"
"nm0003289","John Putch"
"nm0003294","Warren Skeels"
"nm0003295","Jeremy M. Gilleece"
"nm0003297","Andy Brown"
"nm0003298","Scott Rosenberg"
"nm0003299","Marc Shaiman"
"nm0003300","Duncan Kennedy"
"nm0003301","Wolfgang Esenwein"
"nm0003302","Yasha Aginsky"
"nm0003304","Andrew Rosen"
"nm0003305","Fausto Canel"
"nm0003308","Stephen L. Johnson"
"nm0003309","Steve Schoenberg"
"nm0003310","Gavin Toomey"
"nm0003313","Lynne Littman"
"nm0003314","Tim Atzinger"
"nm0003315","Anders Melander"
"nm0003317","Kitarô"
"nm0003318","Howard Duff"
"nm0003319","Viktor Giacobbo"
"nm0003320","Michael Albala"
"nm0003321","Scott Mitchell Rosenberg"
"nm0003323","Zevi Ghivelder"
"nm0003326","Josep M. Civit"
"nm0003328","Peter Foldy"
"nm0003330","Tia Nolan"
"nm0003331","Kevin Fennessy"
"nm0003332","Julian Richards"
"nm0003333","Michael Kohnhorst"
"nm0003334","Charles Homet"
"nm0003336","Jeanine Rohn"
"nm0003337","Karlheinz Böhm"
"nm0003338","Ramiro Gómez"
"nm0003339","Herbert Marshall"
"nm0003340","Marcel Jullian"
"nm0003341","Joshua J. Masters"
"nm0003342","E. Bennett Walsh"
"nm0003343","Rob Schmidt"
"nm0003347","Stéphane Pereira"
"nm0003352","Fima Noveck"
"nm0003354","Judy Norton"
"nm0003355","Christopher Monger"
"nm0003356","Patrick Granier"
"nm0003358","Ted Haimes"
"nm0003361","Beer Boneschansker"
"nm0003363","Marc Vanocur"
"nm0003365","Marc Pitre"
"nm0003366","Steve R. Moore"
"nm0003367","Peter Bernstein"
"nm0003368","David Clayton Miller"
"nm0003369","Karin Howard"
"nm0003371","Wedigo von Schultzendorff"
"nm0003372","Chris Seager"
"nm0003373","James P. Hogan"
"nm0003374","Dominik Scherrer"
"nm0003375","Jorge Busto"
"nm0003376","Michael A. Brown"
"nm0003377","Harry Langdon"
"nm0003378","Tony Coldwell"
"nm0003379","John P. Fleenor"
"nm0003380","Douglas Yellin"
"nm0003381","Miguel Ángel Rivas"
"nm0003383","John Serpe"
"nm0003384","Peter Breiner"
"nm0003386","Mark Doering-Powell"
"nm0003388","Brian Pearson"
"nm0003389","Kandice King"
"nm0003390","José Luis Sánchez"
"nm0003392","George S. Clinton"
"nm0003393","Larissa LaRenne"
"nm0003394","Lawrence Sher"
"nm0003395","John Beal"
"nm0003396","Dennis Burke"
"nm0003398","Loni Peristere"
"nm0003400","Joram Lürsen"
"nm0003403","Timothy Bond"
"nm0003404","Edgar Burcksen"
"nm0003405","Nathan Anderson"
"nm0003406","Zane Weiner"
"nm0003407","Thomas Mann"
"nm0003408","Chris Marker"
"nm0003409","Alain Zouvi"
"nm0003410","Howard Heard"
"nm0003412","Declan Recks"
"nm0003413","Peter Benison"
"nm0003414","Daemion Barry"
"nm0003415","Houshang Baharlou"
"nm0003417","David Arnold"
"nm0003418","Rob Cohen"
"nm0003419","Dayyan Eng"
"nm0003420","George Grossmith"
"nm0003422","Louis King"
"nm0003423","Peter MacDonald"
"nm0003424","Hank Mann"
"nm0003425","Asta Nielsen"
"nm0003426","Joseph Baldwin"
"nm0003427","Bubba Baker"
"nm0003430","Jim O'Grady"
"nm0003432","David Stump"
"nm0003433","Carl Theodor Dreyer"
"nm0003434","Susan A. Cabral"
"nm0003436","Simone de Beauvoir"
"nm0003437","Judy Cairo"
"nm0003438","John Woodward"
"nm0003441","Michele Conroy"
"nm0003442","Matthias Grunsky"
"nm0003445","Steven Begg"
"nm0003446","Jonathan Brown"
"nm0003447","Whitney Ransick"
"nm0003448","Renee Davenport"
"nm0003450","Gianni Fantoni"
"nm0003451","Robyn Knoll"
"nm0003452","Richard Crudo"
"nm0003455","Michael Wale"
"nm0003456","Derek Vaughn"
"nm0003458","Steven R. Monroe"
"nm0003459","Stephen Adrianson"
"nm0003461","Max Biscoe"
"nm0003462","George Blumetti"
"nm0003463","Gregg Cannizzaro"
"nm0003464","Bernt Amadeus Capra"
"nm0003466","Susan Drennan Mcgrath"
"nm0003469","Michael Ferris Gibson"
"nm0003470","Jack Haigis"
"nm0003471","Richard Wagner"
"nm0003472","Todd Hooker"
"nm0003473","Alexander Jovy"
"nm0003474","Troy Miller"
"nm0003475","Saul Pincus"
"nm0003476","Miranda K. Spigener"
"nm0003477","Michael Lennick"
"nm0003478","David Blass"
"nm0003479","Steve Bloom"
"nm0003482","Nash Edgerton"
"nm0003483","Sarah Flack"
"nm0003484","Tony Grocki"
"nm0003487","Lon Takiguchi"
"nm0003490","Ludwig Berger"
"nm0003492","Heinrich Schafmeister"
"nm0003493","Steve Tom"
"nm0003495","Antoni Padrós"
"nm0003497","Aaron Lipstadt"
"nm0003499","Victor Brooks"
"nm0003500","Neil Kaplan"
"nm0003501","Jamie Gillis"
"nm0003502","Stephen Graziano"
"nm0003503","Ross A. Maehl"
"nm0003506","James Mangold"
"nm0003508","Michel Blanc"
"nm0003510","Melanie J. Elin"
"nm0003511","Tommy Dorsett"
"nm0003512","Mark Putnam"
"nm0003515","Ralph Winter"
"nm0003518","Richard Comeau"
"nm0003521","Greg Tennant"
"nm0003523","Toby Yates"
"nm0003524","Eric Neal Young"
"nm0003525","Jay Cannold"
"nm0003526","Peter Golub"
"nm0003527","Ned Bastille"
"nm0003528","Raúl Dávalos"
"nm0003529","Dan Harris"
"nm0003531","Michael Krantz"
"nm0003532","Douglas Law"
"nm0003533","Shawn Paper"
"nm0003534","Peter Pistor"
"nm0003535","Ken Sanzel"
"nm0003536","Joe Talbott"
"nm0003537","Jerry A. Vasilatos"
"nm0003538","Raffaele Verzillo"
"nm0003539","Nikolay P. Cherkasov"
"nm0003540","Nikolay Cherkasov"
"nm0003541","Gilles-Marie Tiné"
"nm0003542","Philippe Rousselot"
"nm0003543","Alec Bartsch"
"nm0003544","Christopher Ball"
"nm0003546","Charles Rosher"
"nm0003547","Roger Taylor"
"nm0003548","Porter Jordan"
"nm0003550","Asta Nielsen"
"nm0003552","Stephen Goldblatt"
"nm0003553","John McCarthy"
"nm0003557","Richard J. Lewis"
"nm0003561","Mick Erausquin"
"nm0003562","Stephen Tibbo"
"nm0003563","Evan Evans"
"nm0003567","Martin Carr"
"nm0003569","Jan Blomgren"
"nm0003571","Robert Florio"
"nm0003572","William Olsen"
"nm0003574","Maurice Jarre"
"nm0003575","Doug Abel"
"nm0003577","Kevin R. Hershberger"
"nm0003578","Ray Nicholas Hosack"
"nm0003579","Magda Schneider"
"nm0003583","Ken Morrisey"
"nm0003585","Gustav Knuth"
"nm0003586","Theo Lingen"
"nm0003587","John Penney"
"nm0003588","Craig Pryce"
"nm0003593","Fred Zinnemann"
"nm0003594","Roger Cardinal"
"nm0003595","Corey Klemow"
"nm0003596","Barry Papick"
"nm0003597","Josh Edwards"
"nm0003599","Daniel M. Berger"
"nm0003600","Klaus Biedermann"
"nm0003604","David Connell"
"nm0003606","Philippe de Broca"
"nm0003607","Nicola Piovani"
"nm0003608","Karen O'Toole"
"nm0003611","Uwe Greiner"
"nm0003612","Michael Man-Kin Chow"
"nm0003615","Fabrice Nordmann"
"nm0003619","Jay Flood"
"nm0003620","Kevin Smith"
"nm0003622","William F. Conrad"
"nm0003624","Heidemarie Hatheyer"
"nm0003626","Charlie Condou"
"nm0003630","Ryan Glorioso"
"nm0003631","Denis Lenoir"
"nm0003632","Anne-Marie Blanc"
"nm0003633","Moet Meira"
"nm0003638","F.W. Murnau"
"nm0003640","Scott Arundale"
"nm0003641","Maeyen A. Bassey"
"nm0003642","Jeff Bessner"
"nm0003644","Tim Douglas"
"nm0003645","Daniel Glasser"
"nm0003646","Samu Heikkilä"
"nm0003647","George Keller"
"nm0003648","Paul Kermizian"
"nm0003650","Michael Legge"
"nm0003651","Nick South"
"nm0003653","Craig Miller"
"nm0003656","Matthew Kershaw"
"nm0003657","Stephen A. Marinaccio II"
"nm0003658","Phedon Papamichael"
"nm0003659","Phedon Papamichael"
"nm0003660","Charlene Hamer"
"nm0003661","Cloud Michaels"
"nm0003662","Graham Yost"
"nm0003667","Richard Bazley"
"nm0003668","Brian Benison"
"nm0003669","James M. LeGoy"
"nm0003670","Andreas Morell"
"nm0003672","Marco Uggiano"
"nm0003673","Richard Brick"
"nm0003674","Oliver Pautsch"
"nm0003675","Lee Cleary"
"nm0003676","C. Courtney Joyner"
"nm0003678","Kate Reid"
"nm0003679","Kate Reid"
"nm0003681","Suzanne Colvin"
"nm0003682","Akiva Tevet"
"nm0003685","Elwira Pluta"
"nm0003686","John L. Demps Jr."
"nm0003687","Otakar Brousek"
"nm0003688","Otakar Brousek"
"nm0003691","Matt Absher"
"nm0003692","Erik C. Andersen"
"nm0003693","David Allen Cluck"
"nm0003694","Michael B. Druxman"
"nm0003697","Florian Henckel von Donnersmarck"
"nm0003700","Dean Rusu"
"nm0003701","Chris Salay"
"nm0003702","Kenn Scott"
"nm0003703","Eric Strand"
"nm0003706","Tim McCoy"
"nm0003707","Jean-Jacques Rousseau"
"nm0003710","Charles William Breen"
"nm0003712","Anastas N. Michos"
"nm0003713","Marc Pilvinsky"
"nm0003714","Frederick Iannone"
"nm0003717","Gloria Pryor"
"nm0003719","Alessandro Lucidi"
"nm0003720","David Womark"
"nm0003721","Rick Butler"
"nm0003723","Angie Hill"
"nm0003725","Christoph Hochenbichler"
"nm0003726","Tallulah Hazekamp Schwab"
"nm0003727","Marco Speroni"
"nm0003728","Owen Roe"
"nm0003731","Gregory Alosio"
"nm0003732","Neil Alumkal"
"nm0003733","Daniel Attias"
"nm0003735","Antony J. Bowman"
"nm0003737","Jim Brooks"
"nm0003739","Randy Carter"
"nm0003741","Robin Driscoll"
"nm0003745","Anthony Fabian"
"nm0003747","Nina Gilberti"
"nm0003748","Anthony Green"
"nm0003749","Peter Hearn"
"nm0003755","Paula Lane"
"nm0003756","Richard Leeman"
"nm0003758","Gustavo Lipsztein"
"nm0003759","Ed Marx"
"nm0003761","Edward T. McDougal"
"nm0003762","Alexandre Michaud"
"nm0003763","Sharron Miller"
"nm0003765","Laura Misch Owens"
"nm0003766","Michael Pakleppa"
"nm0003768","Efram Potelle"
"nm0003769","Dan Sacks"
"nm0003771","David Schneider"
"nm0003772","Richard Schwartz"
"nm0003776","Trey Stokes"
"nm0003779","Alessandra Torresani"
"nm0003780","Ladd Vance"
"nm0003782","Jeff Winner"
"nm0003783","Bill Yahraus"
"nm0003784","Joe Grisaffi"
"nm0003785","Titus Y.H. Chong"
"nm0003786","Marc Singer"
"nm0003787","Bil Yoelin"
"nm0003789","David Birdsell"
"nm0003790","Carlos Barbosa"
"nm0003791","Christian Sebaldt"
"nm0003792","Dino Herrmann"
"nm0003794","Ryszard Bugajski"
"nm0003795","Kristina Trirogoff"
"nm0003796","Ricky Edwards"
"nm0003798","Donald Martin"
"nm0003802","Uta Briesewitz"
"nm0003805","Geoffrey Brown"
"nm0003806","Bill Bannerman"
"nm0003807","Paul Greenberg"
"nm0003808","Kate Forster"
"nm0003812","Guglielmo Enea"
"nm0003813","Liselotte Pulver"
"nm0003814","Alana Sosnova"
"nm0003817","Michael Clarke Duncan"
"nm0003818","Nick Brimble"
"nm0003819","Kevin Kelly Brown"
"nm0003820","Andrew Charas"
"nm0003825","Andrew Neiderman"
"nm0003826","Eric Parkinson"
"nm0003828","Martin Pope"
"nm0003829","Mickey Rat"
"nm0003833","James D. Solomon"
"nm0003835","Heather Waters"
"nm0003836","Michael Powell"
"nm0003837","Stuart Cooper"
"nm0003839","Alain Renoir"
"nm0003843","Jack Blum"
"nm0003844","Darla Crane"
"nm0003846","Volker Gläser"
"nm0003847","Bryan Donnell"
"nm0003852","Ernst Kaufmann"
"nm0003856","Michael Townsend Wright"
"nm0003857","Mel Stewart"
"nm0003861","David Jensen"
"nm0003864","Michael S. Murphey"
"nm0003866","Donald Brian"
"nm0003869","David Parks"
"nm0003870","Marilyn Ghigliotti"
"nm0003874","Robyn Badger"
